Unnamed_ 0,tenure,MonthlyCharges,TotalCharges,total_services_eng,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No_phone_service,MultipleLines_Yes,InternetService_Fiber_optic,InternetService_No,OnlineSecurity_No_internet_service,OnlineSecurity_Yes,OnlineBackup_No_internet_service,OnlineBackup_Yes,DeviceProtection_No_internet_service,DeviceProtection_Yes,TechSupport_No_internet_service,TechSupport_Yes,StreamingTV_No_internet_service,StreamingTV_Yes,StreamingMovies_No_internet_service,StreamingMovies_Yes,Contract_One_year,Contract_Two_year,PaperlessBilling_Yes,PaymentMethod_Credit_card_(automatic),PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,tenure_group_eng_13-24,tenure_group_eng_25-48,tenure_group_eng_49+,tenure_group_eng_7-12,monthly_charges_bin_eng_Low,monthly_charges_bin_eng_Medium,is_month_to_month_eng_Yes,short_tenure_month_to_month_eng_True,has_streaming_eng_Yes
100,-1.2861451872261145,-1.488054443674343,-1.002749302758447,-1.1573225230084272,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
5944,-1.2861451872261145,-0.4749661862034273,-0.9893449707129832,-0.671868444565295,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False
539,1.607062093178246,1.597712740556741,2.613475791329742,2.2408560260934984,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
3691,-0.0229138394439287,0.8171365421775109,0.2636744094451096,0.2990397123209695,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
6999,-1.2861451872261145,0.3139140142862202,-0.9789071711693844,-0.671868444565295,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
2045,1.5663126948626918,-0.5779358123726024,0.4728698866136593,0.2990397123209695,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
3146,-0.715653610808353,0.335504419773305,-0.5055364811310548,-0.671868444565295,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
1871,0.5883271352893868,1.0031461894508595,0.9937490453114852,0.2990397123209695,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True
2300,0.0585849571871799,1.086186210555033,0.4870213453632965,0.7844937907641018,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
889,0.7105753302360499,1.2904646624712994,1.193671361622353,1.269947869207234,True,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
2576,-0.9194006023861248,-1.494697645362677,-0.924300998820241,-1.1573225230084272,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False
1029,-1.0008993990172337,0.9001765632816843,-0.690823903766056,0.2990397123209695,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
2127,-0.389658424283918,-1.5063232483172613,-0.8196153629766515,-1.1573225230084272,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False
2442,-1.041648797332788,0.3288612180849715,-0.7960369231655324,-0.671868444565295,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False
625,-0.389658424283918,0.6394308970145799,-0.1466739456647117,0.2990397123209695,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
3616,1.607062093178246,0.8619781535737647,1.9120336876850696,2.2408560260934984,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
2170,-0.1044126360750375,0.6693253046120825,0.1116560994606529,-0.1864143661221627,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
6287,-0.0636632377594831,-0.4849309887359282,-0.3171946287348741,0.2990397123209695,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True
677,-1.2046463905950056,1.426650297082144,-0.8738040233440512,1.269947869207234,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True
3000,-0.3489090259683637,-1.4847328428301765,-0.8094852038406535,-1.1573225230084272,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
1749,1.1995681100227022,0.3089316130199696,1.0531016696636128,0.7844937907641018,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True
5891,0.1808331521338431,-0.8237342748409557,-0.3748991794748543,-0.1864143661221627,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
5141,1.1995681100227022,-1.5212704521160123,-0.5177981488054297,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False
4223,-0.8786512040705705,0.2823588062666342,-0.6636636506378703,-0.671868444565295,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False
4123,-0.9194006023861248,-0.9549375081855498,-0.847259051031067,-0.671868444565295,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False
6849,0.1808331521338431,1.2256934460100444,0.5465058156043956,1.269947869207234,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
2274,1.607062093178246,-1.3252960023101632,-0.224990403713946,-0.671868444565295,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False
3500,-0.5526560175461356,0.6560389012354145,-0.2856175383261339,0.2990397123209695,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
2612,-1.2861451872261145,-1.5079840487393448,-1.0030129945363906,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
1791,-0.389658424283918,0.2873412075328848,-0.2896608122546017,0.7844937907641018,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
4251,0.4253295420271693,1.4797959105888148,1.1112017580705082,1.7554019476503664,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
332,0.5475777369738324,0.9931813869183588,0.9321989894764948,0.7844937907641018,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True
3019,-0.9601500007016792,-1.4814112419860093,-0.9307174987502008,-1.1573225230084272,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False
5710,-0.3489090259683637,-1.5046624478951778,-0.7944987211275284,-1.1573225230084272,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False
2275,-1.0008993990172337,1.167565431237123,-0.6123316511981926,0.7844937907641018,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True
427,-0.9194006023861248,0.6958981113654179,-0.6342839917119931,-0.1864143661221627,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
564,1.5663126948626918,0.1943363838962101,1.1741142214248734,0.7844937907641018,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True
1905,-1.1231475939638966,-1.1459295567251486,-0.9381448171622774,-1.1573225230084272,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False
4463,0.3438307453960605,0.6228228927937453,0.4270534401959676,0.2990397123209695,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
6207,1.0365705167604848,0.2192483902274622,0.8475099801269581,1.269947869207234,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
1630,-1.2046463905950056,0.164441976298708,-0.9147421718697872,0.2990397123209695,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
2171,1.403315101600474,-1.5146272504276788,-0.4472386238907015,-1.1573225230084272,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False
841,-0.7971524074394618,-1.1343039537705644,-0.8384253764699582,-1.1573225230084272,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
222,-1.2861451872261145,-1.488054443674343,-1.002749302758447,-1.1573225230084272,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3532,1.5663126948626918,1.1692262316592064,2.1566297860425414,1.269947869207234,True,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
1711,-1.0008993990172337,-0.3404413520146664,-0.819109953735593,-0.671868444565295,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True
6318,-0.1859114327061462,0.8719429561062655,0.0799032145332838,0.2990397123209695,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
4899,1.5663126948626918,-1.36681601286225,-0.2767618894501964,-0.671868444565295,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
5119,1.403315101600474,1.7720967848755051,2.4181900554477145,2.2408560260934984,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2315,1.2403175083382567,0.8104933404891773,1.4484635420603087,2.2408560260934984,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True
314,-1.1231475939638966,0.5181924662024865,-0.8289983954084762,-0.671868444565295,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
4398,0.1808331521338431,0.461725251851649,0.2967018046325391,1.7554019476503664,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True
1926,0.832823525182713,1.5545319295825708,1.5416785855633537,1.7554019476503664,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
6059,-0.8379018057550162,-0.6792446381196942,-0.8004098118164297,-1.1573225230084272,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False
2456,1.5255632965471373,-1.5046624478951778,-0.4220560590970925,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
122,-1.2046463905950056,0.3122532138641368,-0.9107428465709766,-0.671868444565295,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
2359,-0.7564030091239073,0.5862852835079091,-0.4908356645107018,0.2990397123209695,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
3230,1.158818711707148,-0.7074782452951129,0.1734698470735868,0.2990397123209695,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
5582,-1.163896992279451,0.7789381324695913,-0.8487313301245851,-0.1864143661221627,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
4205,-1.2861451872261145,0.8503525506191802,-0.9718094674797372,-0.1864143661221627,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True
5350,-0.9194006023861248,-1.1741631639005676,-0.8835606191279624,-1.1573225230084272,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,False
3620,-0.389658424283918,-0.3221725473717484,-0.4472386238907015,-0.1864143661221627,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
2721,-0.2266608310217006,-1.4747680402976753,-0.7559118242884556,-1.1573225230084272,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
3126,1.607062093178246,0.4467780480528976,1.4856440827503494,1.7554019476503664,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2557,1.36256570328492,-0.4799485874696779,0.4670466931840726,-0.1864143661221627,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
6776,0.0993343555027343,1.4930823139654827,0.6506860422069266,1.7554019476503664,True,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
2013,-1.2861451872261145,-0.6543326317884421,-0.9917181967144753,-1.1573225230084272,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False
4172,-0.8379018057550162,0.2757156045783002,-0.6477102980722855,-0.671868444565295,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False
1876,-0.2674102293372549,-0.6759230372755272,-0.5033390496481919,-0.1864143661221627,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True
5052,-0.5934054158616899,-0.9898143170493026,-0.7447268980406833,-0.671868444565295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False
3218,-1.2046463905950056,-1.1691807626343174,-0.9701394195527612,-1.1573225230084272,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
6989,1.403315101600474,-1.476428840719759,-0.4212210351336045,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
6678,-0.8379018057550162,-1.4847328428301765,-0.9129622523686682,-1.1573225230084272,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
3114,-0.0229138394439287,0.6958981113654179,0.1436067532214797,-0.1864143661221627,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True
5806,-0.9601500007016792,0.6660037037679153,-0.6835504055577797,-0.1864143661221627,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
3768,0.7920741268671586,0.5264964683129039,0.7812793952334699,1.269947869207234,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
3206,-0.6341548141772443,-1.4930368449405935,-0.8631245063373373,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
5832,1.5255632965471373,-0.6559934322105255,0.4230541148971569,-0.671868444565295,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True
712,-0.7564030091239073,0.6975589117875013,-0.5000429024238975,0.2990397123209695,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
3012,-0.5934054158616899,-0.1162332950333982,-0.5337075527413573,0.2990397123209695,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False
4034,0.5475777369738324,-0.1411453013646502,0.2599827245538998,0.7844937907641018,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True
5922,-0.7971524074394618,1.0961510130875338,-0.4676088137368408,0.7844937907641018,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
7024,-0.5526560175461356,0.455082050163315,-0.3545509639435437,-0.671868444565295,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
6807,-1.2046463905950056,0.2026403860066275,-0.9178625245754526,0.7844937907641018,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
5915,1.1995681100227022,-1.473107239875592,-0.4761348478903489,-1.1573225230084272,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
5734,0.2215825504493974,-1.488054443674343,-0.6882089603014491,-1.1573225230084272,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
963,-1.041648797332788,-1.519609651693929,-0.962272614844112,-1.1573225230084272,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False
76,0.5475777369738324,-0.3105469444171641,0.1700858025899778,-0.671868444565295,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
4491,-0.8379018057550162,0.441795646786647,-0.6120240107905917,-0.1864143661221627,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False
