,tenure,MonthlyCharges,TotalCharges,total_services_eng,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No_phone_service,MultipleLines_Yes,InternetService_Fiber_optic,InternetService_No,OnlineSecurity_No_internet_service,OnlineSecurity_Yes,OnlineBackup_No_internet_service,OnlineBackup_Yes,DeviceProtection_No_internet_service,DeviceProtection_Yes,TechSupport_No_internet_service,TechSupport_Yes,StreamingTV_No_internet_service,StreamingTV_Yes,StreamingMovies_No_internet_service,StreamingMovies_Yes,Contract_One_year,Contract_Two_year,PaperlessBilling_Yes,PaymentMethod_Credit_card_(automatic),PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,tenure_group_eng_13-24,tenure_group_eng_25-48,tenure_group_eng_49+,tenure_group_eng_7-12,monthly_charges_bin_eng_Low,monthly_charges_bin_eng_Medium,is_month_to_month_eng_Yes,short_tenure_month_to_month_eng_True,has_streaming_eng_Yes
2984,-1.2861451872261143,-1.5212704521160125,-1.0031887890550197,-1.1573225230084272,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
934,-1.0823981956483424,0.4667076531178991,-0.8206701300884257,-0.18641436612216275,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
3876,-0.8379018057550162,0.4916196594491511,-0.5716132458207426,-0.18641436612216275,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False
818,1.158818711707148,1.3735046835754727,1.9554988824160988,1.2699478692072341,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
2798,0.4253295420271693,-1.5063232483172613,-0.6691572293450275,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
4045,-0.1044126360750375,-0.820412673996789,-0.4961314743844014,-0.671868444565295,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True
6599,-0.43040782259947247,-0.32715494863799877,-0.4872977998232925,-0.18641436612216275,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
4191,0.7920741268671586,-1.3933888196155855,-0.46002767512096376,-0.671868444565295,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
6540,-1.2861451872261143,-0.29061733935216244,-0.9869058217670055,-0.671868444565295,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True
2324,0.9958211184449305,0.9865381852300249,1.3919016556914172,0.7844937907641018,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
6415,1.607062093178246,-0.35871015665758454,0.7188283924905056,0.29903971232096954,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True
83,0.3845801437116149,1.288803862049216,0.8902500224686418,1.2699478692072341,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
3184,-0.715653610808353,-1.501340847051011,-0.8916691412997265,-1.1573225230084272,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
2758,1.2810669066538112,0.5331396700012379,1.2452890271548036,-0.18641436612216275,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
697,0.5883271352893868,0.6626821029237485,0.7542509879942559,-0.18641436612216275,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1615,-1.2453957889105598,-1.1940927689655694,-0.9919599141775901,-1.1573225230084272,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
100,-1.2861451872261143,-1.488054443674343,-1.002749302758447,-1.1573225230084272,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
5944,-1.2861451872261143,-0.47496618620342734,-0.9893449707129833,-0.671868444565295,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False
539,1.607062093178246,1.597712740556741,2.613475791329742,2.2408560260934984,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
3691,-0.022913839443928746,0.8171365421775109,0.2636744094451096,0.29903971232096954,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
6999,-1.2861451872261143,0.3139140142862202,-0.9789071711693845,-0.671868444565295,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
2045,1.5663126948626918,-0.5779358123726024,0.47286988661365936,0.29903971232096954,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
3146,-0.715653610808353,0.335504419773305,-0.5055364811310548,-0.671868444565295,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
1871,0.5883271352893868,1.0031461894508595,0.9937490453114852,0.29903971232096954,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True
2300,0.058584957187179994,1.086186210555033,0.4870213453632965,0.7844937907641018,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
889,0.7105753302360499,1.2904646624712994,1.1936713616223533,1.2699478692072341,True,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
2576,-0.9194006023861249,-1.494697645362677,-0.924300998820241,-1.1573225230084272,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False
1029,-1.0008993990172337,0.9001765632816843,-0.690823903766056,0.29903971232096954,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
2127,-0.38965842428391806,-1.5063232483172613,-0.8196153629766515,-1.1573225230084272,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False
2442,-1.041648797332788,0.3288612180849715,-0.7960369231655324,-0.671868444565295,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False
625,-0.38965842428391806,0.6394308970145799,-0.1466739456647117,0.29903971232096954,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
3616,1.607062093178246,0.8619781535737647,1.9120336876850696,2.2408560260934984,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
2170,-0.1044126360750375,0.6693253046120825,0.11165609946065297,-0.18641436612216275,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
6287,-0.06366323775948311,-0.48493098873592827,-0.3171946287348741,0.29903971232096954,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True
677,-1.2046463905950056,1.426650297082144,-0.8738040233440512,1.2699478692072341,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True
3000,-0.3489090259683637,-1.4847328428301763,-0.8094852038406535,-1.1573225230084272,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
1749,1.1995681100227022,0.3089316130199696,1.0531016696636128,0.7844937907641018,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True
5891,0.1808331521338431,-0.8237342748409557,-0.3748991794748543,-0.18641436612216275,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
5141,1.1995681100227022,-1.5212704521160125,-0.5177981488054297,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False
4223,-0.8786512040705705,0.2823588062666342,-0.6636636506378703,-0.671868444565295,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False
4123,-0.9194006023861249,-0.9549375081855498,-0.847259051031067,-0.671868444565295,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False
6849,0.1808331521338431,1.2256934460100444,0.5465058156043956,1.2699478692072341,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
2274,1.607062093178246,-1.3252960023101632,-0.224990403713946,-0.671868444565295,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False
3500,-0.5526560175461356,0.6560389012354145,-0.2856175383261339,0.29903971232096954,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
2612,-1.2861451872261143,-1.5079840487393448,-1.0030129945363906,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
1791,-0.38965842428391806,0.2873412075328848,-0.2896608122546017,0.7844937907641018,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
4251,0.4253295420271693,1.4797959105888148,1.1112017580705082,1.7554019476503664,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
332,0.5475777369738324,0.9931813869183589,0.9321989894764948,0.7844937907641018,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True
3019,-0.9601500007016792,-1.4814112419860093,-0.9307174987502007,-1.1573225230084272,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False
5710,-0.3489090259683637,-1.5046624478951778,-0.7944987211275284,-1.1573225230084272,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False
2275,-1.0008993990172337,1.167565431237123,-0.6123316511981926,0.7844937907641018,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True
427,-0.9194006023861249,0.6958981113654179,-0.6342839917119931,-0.18641436612216275,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
564,1.5663126948626918,0.19433638389621016,1.1741142214248734,0.7844937907641018,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True
1905,-1.1231475939638966,-1.1459295567251486,-0.9381448171622774,-1.1573225230084272,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False
4463,0.34383074539606057,0.6228228927937453,0.4270534401959676,0.29903971232096954,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
6207,1.0365705167604848,0.2192483902274622,0.8475099801269581,1.2699478692072341,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
1630,-1.2046463905950056,0.16444197629870802,-0.9147421718697873,0.29903971232096954,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
2171,1.4033151016004741,-1.5146272504276788,-0.4472386238907015,-1.1573225230084272,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False
841,-0.7971524074394618,-1.1343039537705644,-0.8384253764699582,-1.1573225230084272,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
222,-1.2861451872261143,-1.488054443674343,-1.002749302758447,-1.1573225230084272,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3532,1.5663126948626918,1.1692262316592064,2.1566297860425414,1.2699478692072341,True,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
1711,-1.0008993990172337,-0.34044135201466647,-0.819109953735593,-0.671868444565295,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True
6318,-0.1859114327061462,0.8719429561062655,0.0799032145332838,0.29903971232096954,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
4899,1.5663126948626918,-1.36681601286225,-0.2767618894501964,-0.671868444565295,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
5119,1.4033151016004741,1.7720967848755051,2.4181900554477145,2.2408560260934984,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2315,1.2403175083382567,0.8104933404891773,1.4484635420603087,2.2408560260934984,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True
314,-1.1231475939638966,0.5181924662024865,-0.8289983954084762,-0.671868444565295,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
4398,0.1808331521338431,0.461725251851649,0.29670180463253915,1.7554019476503664,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True
1926,0.832823525182713,1.5545319295825708,1.5416785855633537,1.7554019476503664,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
6059,-0.8379018057550162,-0.6792446381196942,-0.8004098118164297,-1.1573225230084272,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False
2456,1.5255632965471373,-1.5046624478951778,-0.4220560590970925,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
122,-1.2046463905950056,0.3122532138641368,-0.9107428465709766,-0.671868444565295,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
2359,-0.7564030091239073,0.5862852835079091,-0.4908356645107018,0.29903971232096954,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
3230,1.158818711707148,-0.7074782452951129,0.17346984707358687,0.29903971232096954,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
5582,-1.163896992279451,0.7789381324695913,-0.8487313301245851,-0.18641436612216275,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
4205,-1.2861451872261143,0.8503525506191802,-0.9718094674797372,-0.18641436612216275,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True
5350,-0.9194006023861249,-1.1741631639005676,-0.8835606191279624,-1.1573225230084272,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,False
3620,-0.38965842428391806,-0.32217254737174844,-0.4472386238907015,-0.18641436612216275,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
2721,-0.2266608310217006,-1.4747680402976753,-0.7559118242884556,-1.1573225230084272,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
3126,1.607062093178246,0.44677804805289767,1.4856440827503494,1.7554019476503664,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2557,1.3625657032849199,-0.47994858746967795,0.46704669318407266,-0.18641436612216275,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
6776,0.09933435550273437,1.4930823139654827,0.6506860422069266,1.7554019476503664,True,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
2013,-1.2861451872261143,-0.6543326317884421,-0.9917181967144751,-1.1573225230084272,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False
4172,-0.8379018057550162,0.2757156045783002,-0.6477102980722855,-0.671868444565295,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False
1876,-0.26741022933725495,-0.6759230372755272,-0.5033390496481919,-0.18641436612216275,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True
5052,-0.5934054158616899,-0.9898143170493026,-0.7447268980406833,-0.671868444565295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False
3218,-1.2046463905950056,-1.1691807626343174,-0.9701394195527613,-1.1573225230084272,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
6989,1.4033151016004741,-1.476428840719759,-0.42122103513360454,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
6678,-0.8379018057550162,-1.4847328428301763,-0.9129622523686682,-1.1573225230084272,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
3114,-0.022913839443928746,0.6958981113654179,0.1436067532214797,-0.18641436612216275,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True
5806,-0.9601500007016792,0.6660037037679153,-0.6835504055577797,-0.18641436612216275,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
3768,0.7920741268671586,0.5264964683129039,0.7812793952334699,1.2699478692072341,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
3206,-0.6341548141772443,-1.4930368449405937,-0.8631245063373373,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
5832,1.5255632965471373,-0.6559934322105255,0.4230541148971569,-0.671868444565295,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True
712,-0.7564030091239073,0.6975589117875013,-0.5000429024238975,0.29903971232096954,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
3012,-0.5934054158616899,-0.11623329503339824,-0.5337075527413573,0.29903971232096954,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False
4034,0.5475777369738324,-0.14114530136465026,0.25998272455389987,0.7844937907641018,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True
5922,-0.7971524074394618,1.0961510130875338,-0.4676088137368408,0.7844937907641018,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
7024,-0.5526560175461356,0.455082050163315,-0.3545509639435437,-0.671868444565295,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
6807,-1.2046463905950056,0.2026403860066275,-0.9178625245754526,0.7844937907641018,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
5915,1.1995681100227022,-1.473107239875592,-0.4761348478903489,-1.1573225230084272,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
5734,0.22158255044939748,-1.488054443674343,-0.6882089603014491,-1.1573225230084272,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
963,-1.041648797332788,-1.519609651693929,-0.9622726148441121,-1.1573225230084272,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False
76,0.5475777369738324,-0.3105469444171641,0.17008580258997785,-0.671868444565295,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
4491,-0.8379018057550162,0.44179564678664707,-0.6120240107905917,-0.18641436612216275,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False
